성분코드,성분명,함량,단일복합,주성분코드,제형코드,투여경로,투여경로명,제형명칭,동일 제형군,함량수치,함량단위
108601ACH,ampicillin sodium,250mg,단일,108601ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",250.0,mg
108603ACH,ampicillin sodium,500mg,단일,108603ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",500.0,mg
110301ACH,artichokes conc.,250mg,단일,110301ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",250.0,mg
110404ACH,ascorbic acid,500mg,단일,110404ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",500.0,mg
111001ACH,aspirin(enteric coated),100mg,단일,111001ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",100.0,mg
111901ACH,atso,240mg,단일,111901ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",240.0,mg
111902ACH,atso,480mg,단일,111902ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",480.0,mg
112201ACH,avocado soya unsaponifiables,300mg,단일,112201ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",300.0,mg
112202ACH,avocado soya unsaponifiables,50mg,단일,112202ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",50.0,mg
112701ACH,azithromycin,250mg,단일,112701ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",250.0,mg
113201ACH,bacillus licheniformis,250mg,단일,113201ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",250.0,mg
114001ACH,barnidipine HCl,10mg,단일,114001ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",10.0,mg
114002ACH,barnidipine HCl,15mg,단일,114002ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",15.0,mg
114003ACH,barnidipine HCl,5mg,단일,114003ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",5.0,mg
114501ACH,beclomethasone dipropionate,50mcg,단일,114501ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",50.0,mcg
114504CCH,beclomethasone dipropionate,50mcg,단일,114504CCH,CH,C,외용제,경질캡슐제,"TB, CH, CS",50.0,mcg
115001ACH,benexate betadex,200mg,단일,115001ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",200.0,mg
117401ACH,biodiasmin-F 100,30mg,단일,117401ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",30.0,mg
117702ACH,biphenyl dimethyl dicarboxylate,7.5mg,단일,117702ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",7.5,mg
118801ACH,bromopride,10mg,단일,118801ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",10.0,mg
119701ACH,buflomedil pyridoxal phosphate,200mg,단일,119701ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",200.0,mg
119801ACH,bumadizone calcium semihydrate,110mg,단일,119801ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",110.0,mg
121201ACH,butropium bromide,5mg,단일,121201ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",5.0,mg
123801ACH,carboxymethylcysteine-s,500mg,단일,123801ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",500.0,mg
123802ACH,carboxymethylcysteine-s,150mg,단일,123802ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",150.0,mg
123804ACH,carboxymethylcysteine-s,375mg,단일,123804ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",375.0,mg
124001ACH,carduus marianus ext. powder,140mg,단일,124001ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",140.0,mg
124101ACH,carduus marianus ext. powder.,70mg,단일,124101ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",70.0,mg
125201ACH,cefaclor,250mg,단일,125201ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",250.0,mg
125204ACH,cefaclor,375mg,단일,125204ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",375.0,mg
125205ACH,cefaclor,500mg,단일,125205ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",500.0,mg
125302ACH,cefadroxil,250mg,단일,125302ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",250.0,mg
125304ACH,cefadroxil,500mg,단일,125304ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",500.0,mg
125601ACH,cefatrizine propylene glycol,250mg,단일,125601ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",250.0,mg
125901ACH,cefdinir,100mg,단일,125901ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",100.0,mg
126301ACH,cefixime,100mg,단일,126301ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",100.0,mg
128101ACH,cefroxadine,250mg,단일,128101ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",250.0,mg
128602ACH,ceftibuten,200mg,단일,128602ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",200.0,mg
129401ACH,cephalexin,250mg,단일,129401ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",250.0,mg
129402ACH,cephalexin,500mg,단일,129402ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",500.0,mg
130101ACH,cephradine,250mg,단일,130101ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",250.0,mg
130105ACH,cephradine,500mg,단일,130105ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",500.0,mg
130601ACH,cetraxate HCl,200mg,단일,130601ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",200.0,mg
131001ACH,chloramphenicol,250mg,단일,131001ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",250.0,mg
131003ACH,chloramphenicol,500mg,단일,131003ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",500.0,mg
132502ACH,chondroitin sodium sulfate,400mg,단일,132502ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",400.0,mg
132601ACH,ciclacillin,250mg,단일,132601ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",250.0,mg
132603ACH,ciclacillin,500mg,단일,132603ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",500.0,mg
132701ACH,cicletanine HCl,100mg,단일,132701ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",100.0,mg
132702ACH,cicletanine HCl,50mg,단일,132702ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",50.0,mg
133901ACH,cinoxacin,500mg,단일,133901ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",500.0,mg
134001ACH,ciprofibrate,100mg,단일,134001ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",100.0,mg
134103ACH,ciprofloxacin HCl,250mg,단일,134103ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",250.0,mg
134702ACH,citiolone,200mg,단일,134702ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",200.0,mg
135401ACH,clindamycin HCl,150mg,단일,135401ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",150.0,mg
135402ACH,clindamycin HCl,300mg,단일,135402ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",300.0,mg
136101ACH,clodronate disodium,400mg,단일,136101ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",400.0,mg
136301ACH,clomipramine HCl,10mg,단일,136301ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",10.0,mg
136302ACH,clomipramine HCl,25mg,단일,136302ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",25.0,mg
136303ACH,clomipramine HCl,50mg,단일,136303ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",50.0,mg
137101ACH,clorazepate dipotassium,10mg,단일,137101ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",10.0,mg
137102ACH,clorazepate dipotassium,5mg,단일,137102ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",5.0,mg
137601ACH,cobamamide,1.5mg,단일,137601ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",1.5,mg
137602ACH,cobamamide,1mg,단일,137602ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",1.0,mg
138001ACH,colistin sodium methanesulfonate,33.4mg,단일,138001ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",33.4,mg
138601ACH,cyclandelate,100mg,단일,138601ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",100.0,mg
139101ACH,cycloserine,250mg,단일,139101ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",250.0,mg
140301ACH,danazol,100mg,단일,140301ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",100.0,mg
140302ACH,danazol,200mg,단일,140302ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",200.0,mg
140401ACH,dantrolene sodium,25mg,단일,140401ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",25.0,mg
140402ACH,dantrolene sodium,50mg,단일,140402ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",50.0,mg
141001ACH,demeclocycline HCl,150mg,단일,141001ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",150.0,mg
141701ACH,desoxyribonucleic acid,150mg,단일,141701ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",150.0,mg
142601ACH,dextromethorphan Hbr,15mg,단일,142601ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",15.0,mg
142801ACH,diacerhein,25mg,단일,142801ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",25.0,mg
142802ACH,diacerhein,50mg,단일,142802ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",50.0,mg
143504ACH,diclofenac sodium,25mg,단일,143504ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",25.0,mg
143701ACH,dicyclomine HCl,10mg,단일,143701ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",10.0,mg
143901ACH,diethylamine chromocarb,200mg,단일,143901ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",200.0,mg
144101ACH,difemerine HCl,2.5mg,단일,144101ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",2.5,mg
144301ACH,difenpiramide,250mg,단일,144301ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",250.0,mg
146602ACH,diosmine,300mg,단일,146602ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",300.0,mg
146801ACH,diphenylhydantoin sodium,100mg,단일,146801ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",100.0,mg
147501ACH,disopyramide phospate,128.9mg,단일,147501ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",128.9,mg
148901ACH,dothiepin HCl,25mg,단일,148901ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",25.0,mg
149201ACH,doxepin HCl,10mg,단일,149201ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",10.0,mg
149202ACH,doxepin HCl,25mg,단일,149202ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",25.0,mg
149301ACH,doxifluridine,100mg,단일,149301ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",100.0,mg
149302ACH,doxifluridine,200mg,단일,149302ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",200.0,mg
149501ACH,doxycycline,100mg,단일,149501ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",100.0,mg
149601ACH,doxycycline guaiacolsulfonate,100mg,단일,149601ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",100.0,mg
149701ACH,doxycycline hyclate,100mg,단일,149701ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",100.0,mg
149702ACH,doxycycline hyclate,20mg,단일,149702ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",20.0,mg
150101ACH,dried kava kava root extract,100mg,단일,150101ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",100.0,mg
150301ACH,dropropizine,30mg,단일,150301ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",30.0,mg
151001ACH,efavirenz,200mg,단일,151001ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",200.0,mg
153101ACH,erdosteine,300mg,단일,153101ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",300.0,mg
153205ACH,ergoloid mesylate,2.5mg,단일,153205ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",2.5,mg
153501ACH,erythromycin estolate,250mg,단일,153501ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",250.0,mg
153901ACH,erythromycin(enteric coated 215mg),125mg,단일,153901ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",125.0,mg
154001ACH,erythromycin(enteric coated 430mg),250mg,단일,154001ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",250.0,mg
155101ACH,estramustine sod. phosphate,140mg,단일,155101ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",140.0,mg
156601ACH,etodolac,100mg,단일,156601ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",100.0,mg
156602ACH,etodolac,200mg,단일,156602ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",200.0,mg
156801ACH,etofibrate,300mg,단일,156801ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",300.0,mg
157102ACH,etoposide,25mg,단일,157102ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",25.0,mg
157601ACH,fenbufen,300mg,단일,157601ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",300.0,mg
157701ACH,fenofibrate,100mg,단일,157701ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",100.0,mg
157801ACH,fenoprofen calcium,200mg,단일,157801ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",200.0,mg
157802ACH,fenoprofen calcium,300mg,단일,157802ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",300.0,mg
158001ACH,fenoverine,100mg,단일,158001ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",100.0,mg
159801ACH,flucloxacillin sodium,250mg,단일,159801ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",250.0,mg
159903ACH,fluconazole,50mg,단일,159903ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",50.0,mg
160301ACH,flufenamic acid,100mg,단일,160301ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",100.0,mg
160501ACH,flunarizine HCl,5.9mg,단일,160501ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",5.9,mg
161501ACH,fluoxetine HCl,10mg,단일,161501ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",10.0,mg
161502ACH,fluoxetine HCl,20mg,단일,161502ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",20.0,mg
162101ACH,flutamide,250mg,단일,162101ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",250.0,mg
162401ACH,fluvastatin,20mg,단일,162401ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",20.0,mg
162402ACH,fluvastatin,40mg,단일,162402ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",40.0,mg
163201ACH,fosfomycin calcium,500mg,단일,163201ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",500.0,mg
164201ACH,gabapentin,100mg,단일,164201ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",100.0,mg
164202ACH,gabapentin,300mg,단일,164202ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",300.0,mg
164203ACH,gabapentin,400mg,단일,164203ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",400.0,mg
164601ACH,ganciclovir,250mg,단일,164601ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",250.0,mg
164701ACH,gastamin,100mg,단일,164701ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",100.0,mg
165001ACH,gemfibrozil,300mg,단일,165001ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",300.0,mg
165201ACH,gestrinone,2.5mg,단일,165201ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",2.5,mg
166101ACH,glucamethacin,140mg,단일,166101ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",140.0,mg
166201ACH,glucosamine sulfate,250mg,단일,166201ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",250.0,mg
166601ACH,glycerol iodide,35.3mg,단일,166601ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",35.3,mg
166901ACH,glycoprotein isolated from Klebsiella pneumoniae,1mg,단일,166901ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",1.0,mg
167501ACH,griseofulvin,125mg,단일,167501ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",125.0,mg
167603ACH,guaifenesin,200mg,단일,167603ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",200.0,mg
169001ACH,hexopreratine sulfate,500mcg,단일,169001ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",500.0,mcg
172001ACH,hydroxyurea,500mg,단일,172001ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",500.0,mg
172201ACH,hymecromone,200mg,단일,172201ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",200.0,mg
172701ACH,ibudilast,10mg,단일,172701ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",10.0,mg
172801ACH,ibuprofen,100mg,단일,172801ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",100.0,mg
172802ACH,ibuprofen,200mg,단일,172802ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",200.0,mg
172805ACH,ibuprofen,300mg,단일,172805ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",300.0,mg
173001ACH,idarubicin HCl,10mg,단일,173001ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",10.0,mg
174601ACH,indinavir sulfate,250mg,단일,174601ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",250.0,mg
174602ACH,indinavir sulfate,416mg,단일,174602ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",416.0,mg
174603ACH,indinavir sulfate,500mg,단일,174603ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",500.0,mg
174803ACH,indomethacin,25mg,단일,174803ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",25.0,mg
179101ACH,itraconazole,100mg,단일,179101ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",100.0,mg
179703ACH,ketoprofen,25mg,단일,179703ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",25.0,mg
179704ACH,ketoprofen,50mg,단일,179704ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",50.0,mg
179801ACH,ketoprofen lysine,80mg,단일,179801ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",80.0,mg
180401ACH,"lactic acid bacteriae,antibiotics resistant",400mg,단일,180401ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",400.0,mg
180503ACH,lactobacillus acidophillus,75mg,단일,180503ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",75.0,mg
180601ACH,lactobacillus acidophillus tyndalized,170mg,단일,180601ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",170.0,mg
180701ACH,lactobacillus acidophillus(생균),1억마리,단일,180701ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",1.0,억마리
181301ACH,lansoprazole,30mg,단일,181301ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",30.0,mg
182101ACH,letosteine,25mg,단일,182101ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",25.0,mg
182102ACH,letosteine,50mg,단일,182102ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",50.0,mg
182401ACH,leucomycin,200mg,단일,182401ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",200.0,mg
183701ACH,lidamidine HCl,2mg,단일,183701ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",2.0,mg
184201ACH,lincomycin HCl,250mg,단일,184201ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",250.0,mg
184203ACH,lincomycin HCl,500mg,단일,184203ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",500.0,mg
184901ACH,lomefloxacin HCl,100mg,단일,184901ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",100.0,mg
185102ACH,loperamide HCl,2mg,단일,185102ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",2.0,mg
185301ACH,loracarbef,200mg,단일,185301ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",200.0,mg
186001ACH,loxapine,10mg,단일,186001ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",10.0,mg
186002ACH,loxapine,25mg,단일,186002ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",25.0,mg
186003ACH,loxapine,50mg,단일,186003ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",50.0,mg
186201ACH,"lumbricus rubellus,freeze dried",150mg,단일,186201ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",150.0,mg
186701ACH,lyophylized bacteriolysate of H. influenzae,20mg,단일,186701ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",20.0,mg
186702ACH,lyophylized bacteriolysate of H. influenzae,40mg,단일,186702ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",40.0,mg
186703ACH,lyophylized bacteriolysate of H. influenzae,60mg,단일,186703ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",60.0,mg
186804ACH,lysozyme chloride,90mg,단일,186804ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",90.0,mg
187501ACH,magnesium oxide,250mg,단일,187501ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",250.0,mg
188401ACH,meclofenamate sodium,100mg,단일,188401ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",100.0,mg
188402ACH,meclofenamate sodium,50mg,단일,188402ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",50.0,mg
188601ACH,mecobalamin,250mcg,단일,188601ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",250.0,mcg
188602ACH,mecobalamin,500mcg,단일,188602ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",500.0,mcg
189001ACH,mefenamic acid,250mg,단일,189001ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",250.0,mg
189602ACH,melilotus ext.,250mg,단일,189602ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",250.0,mg
189701ACH,meloxicam,7.5mg,단일,189701ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",7.5,mg
191301ACH,metampicillin sodium,250mg,단일,191301ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",250.0,mg
191302ACH,metampicillin sodium,500mg,단일,191302ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",500.0,mg
191601ACH,methacycline HCl,150mg,단일,191601ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",150.0,mg
191602ACH,methacycline HCl,300mg,단일,191602ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",300.0,mg
192201ACH,methoxsalen,10mg,단일,192201ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",10.0,mg
193101ACH,methylol cephalexin lysinate,500mg,단일,193101ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",500.0,mg
194301ACH,mexiletine HCl,100mg,단일,194301ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",100.0,mg
194302ACH,mexiletine HCl,200mg,단일,194302ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",200.0,mg
194901ACH,micronized fenofibrate,200mg,단일,194901ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",200.0,mg
195401ACH,midecamycin,200mg,단일,195401ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",200.0,mg
195901ACH,minocycline HCl,100mg,단일,195901ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",100.0,mg
195903ACH,minocycline HCl,50mg,단일,195903ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",50.0,mg
197801ACH,mycophenolate mofetil,250mg,단일,197801ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",250.0,mg
197901ACH,myrtol,120mg,단일,197901ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",120.0,mg
197902ACH,myrtol,300mg,단일,197902ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",300.0,mg
199501ACH,naproxen sodium,275mg,단일,199501ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",275.0,mg
200101ACH,nelfinavir,250mg,단일,200101ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",250.0,mg
201501ACH,nifuroxazide,200mg,단일,201501ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",200.0,mg
202701ACH,nizatidine,150mg,단일,202701ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",150.0,mg
202703ACH,nizatidine,300mg,단일,202703ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",300.0,mg
203302ACH,norfloxacin,200mg,단일,203302ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",200.0,mg
203303ACH,norfloxacin,400mg,단일,203303ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",400.0,mg
204101ACH,olsalazine sodium,250mg,단일,204101ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",250.0,mg
205101ACH,ornoprostil,5mcg,단일,205101ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",5.0,mcg
205401ACH,oryzanol(γ),25mg,단일,205401ACH,CH,A,내복제,경질캡슐제,"TB, CH, CS",25.0,mg
